Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EducationLabel,JobSatisfactionLabel,EnvironmentSatisfactionLabel,RelationshipSatisfactionLabel,WorkLifeBalanceLabel,JobInvolvementLabel,PerformanceRatingLabel,income_percentile_in_level,AttritionRiskScore,RiskTier,AgeBand,TenureBand
51,No,Travel_Rarely,432,Research & Development,9,4,Life Sciences,116,4,Male,96,3,1,Laboratory Technician,4,Married,2075,18725,3,No,23,4,2,2,10,4,3,4,2,0,3,Master,4-Very High,4-Very High,2-Medium,3-Better,High,Outstanding,0.11602209944751381,28.8,Low,46-55,3-3-5 yrs
30,No,Travel_Rarely,288,Research & Development,2,3,Life Sciences,117,3,Male,99,2,2,Healthcare Representative,4,Married,4152,15830,1,No,19,3,1,3,11,3,3,11,10,10,8,Bachelor,4-Very High,3-High,1-Low,3-Better,Medium,Excellent,0.1104868913857678,47.6,Medium,26-35,5-10+ yrs
46,Yes,Travel_Rarely,669,Sales,9,2,Medical,118,3,Male,64,2,3,Sales Executive,4,Single,9619,13596,1,No,16,3,4,0,9,3,3,9,8,4,7,College,4-Very High,3-High,4-Very High,3-Better,Medium,Excellent,0.43577981651376146,35.4,Medium,46-55,4-5-10 yrs
40,No,Travel_Frequently,530,Research & Development,1,4,Life Sciences,119,3,Male,78,2,4,Healthcare Representative,2,Married,13503,14115,1,No,22,4,4,1,22,3,2,22,3,11,11,Master,2-Medium,3-High,4-Very High,2-Good,Medium,Outstanding,0.18867924528301888,60.6,High,36-45,5-10+ yrs
51,No,Travel_Rarely,632,Sales,21,4,Marketing,120,3,Male,71,3,2,Sales Executive,4,Single,5441,8423,0,Yes,22,4,4,0,11,2,1,10,7,1,0,Master,4-Very High,3-High,4-Very High,1-Bad,High,Outstanding,0.5449438202247191,58.6,High,46-55,4-5-10 yrs
30,No,Travel_Rarely,1334,Sales,4,2,Medical,121,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Yes,12,3,2,3,11,4,2,11,8,2,7,College,2-Medium,3-High,2-Medium,2-Good,Medium,Excellent,0.45318352059925093,71.0,Critical,26-35,5-10+ yrs
46,No,Travel_Frequently,638,Research & Development,1,3,Medical,124,3,Male,40,2,3,Healthcare Representative,1,Married,10673,3142,2,Yes,13,3,3,1,21,5,2,10,9,9,5,Bachelor,1-Low,3-High,3-High,2-Good,Medium,Excellent,0.7110091743119266,83.9,Critical,46-55,4-5-10 yrs
32,No,Travel_Rarely,1093,Sales,6,4,Medical,125,2,Male,87,3,2,Sales Executive,3,Single,5010,24301,1,No,16,3,1,0,12,0,3,11,8,5,7,Master,3-High,2-Medium,1-Low,3-Better,High,Excellent,0.39325842696629215,38.6,Medium,26-35,5-10+ yrs
54,No,Travel_Rarely,1217,Research & Development,2,4,Technical Degree,126,1,Female,60,3,3,Research Director,3,Married,13549,24001,9,No,12,3,1,1,16,5,1,4,3,0,3,Master,3-High,1-Low,1-Low,1-Bad,High,Excellent,0.963302752293578,32.9,Medium,46-55,3-3-5 yrs
24,No,Travel_Rarely,1353,Sales,3,2,Other,128,1,Female,33,3,2,Sales Executive,3,Married,4999,17519,0,No,21,4,1,1,4,2,2,3,2,0,2,College,3-High,1-Low,1-Low,2-Good,High,Outstanding,0.3857677902621723,34.9,Medium,18-25,2-1-3 yrs
28,No,Non-Travel,120,Sales,4,3,Medical,129,2,Male,43,3,2,Sales Executive,3,Married,4221,8863,1,No,15,3,2,0,5,3,4,5,4,0,4,Bachelor,3-High,2-Medium,2-Medium,4-Best,High,Excellent,0.1348314606741573,29.9,Low,26-35,3-3-5 yrs
58,No,Travel_Rarely,682,Sales,10,4,Medical,131,4,Male,37,3,4,Sales Executive,3,Single,13872,24409,0,No,13,3,3,0,38,1,2,37,10,1,8,Master,3-High,4-Very High,3-High,2-Good,High,Excellent,0.2830188679245283,37.4,Medium,56-65,5-10+ yrs
44,No,Non-Travel,489,Research & Development,23,3,Medical,132,2,Male,67,3,2,Laboratory Technician,2,Married,2042,25043,4,No,12,3,3,1,17,3,4,3,2,1,2,Bachelor,2-Medium,2-Medium,3-High,4-Best,High,Excellent,0.0018726591760299626,37.7,Medium,36-45,2-1-3 yrs
37,Yes,Travel_Rarely,807,Human Resources,6,4,Human Resources,133,3,Male,63,3,1,Human Resources,1,Divorced,2073,23648,4,Yes,22,4,4,0,7,3,3,3,2,0,2,Master,1-Low,3-High,4-Very High,3-Better,High,Outstanding,0.11141804788213629,68.9,High,36-45,2-1-3 yrs
32,No,Travel_Rarely,827,Research & Development,1,1,Life Sciences,134,4,Male,71,3,1,Research Scientist,1,Single,2956,15178,1,No,13,3,4,0,1,2,3,1,0,0,0,Below College,1-Low,4-Very High,4-Very High,3-Better,High,Excellent,0.6767955801104972,38.2,Medium,26-35,1-<1 yr
20,Yes,Travel_Frequently,871,Research & Development,6,3,Life Sciences,137,4,Female,66,2,1,Laboratory Technician,4,Single,2926,19783,1,Yes,18,3,2,0,1,5,3,1,0,1,0,Bachelor,4-Very High,4-Very High,2-Medium,3-Better,Medium,Excellent,0.6574585635359116,53.7,High,18-25,1-<1 yr
34,No,Travel_Rarely,665,Research & Development,6,4,Other,138,1,Female,41,3,2,Research Scientist,3,Single,4809,12482,1,No,14,3,3,0,16,3,3,16,13,2,10,Master,3-High,1-Low,3-High,3-Better,High,Excellent,0.3352059925093633,34.6,Medium,26-35,5-10+ yrs
37,No,Non-Travel,1040,Research & Development,2,2,Life Sciences,139,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,No,14,3,4,1,17,2,4,1,0,0,0,College,4-Very High,3-High,4-Very High,4-Best,Medium,Excellent,0.43820224719101125,25.6,Low,36-45,1-<1 yr
59,No,Non-Travel,1420,Human Resources,2,4,Human Resources,140,3,Female,32,2,5,Manager,4,Married,18844,21922,9,No,21,4,4,1,30,3,3,3,2,2,2,Master,4-Very High,3-High,4-Very High,3-Better,Medium,Outstanding,0.2463768115942029,34.3,Medium,56-65,2-1-3 yrs
50,No,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,141,1,Female,73,3,5,Research Director,2,Married,18172,9755,3,Yes,19,3,1,0,28,1,2,8,3,0,7,Bachelor,2-Medium,1-Low,1-Low,2-Good,High,Excellent,0.043478260869565216,68.3,High,46-55,4-5-10 yrs
25,Yes,Travel_Rarely,240,Sales,5,3,Marketing,142,3,Male,46,2,2,Sales Executive,3,Single,5744,26959,1,Yes,11,3,4,0,6,1,3,6,4,0,3,Bachelor,3-High,3-High,4-Very High,3-Better,Medium,Excellent,0.6329588014981273,57.4,High,18-25,4-5-10 yrs
25,No,Travel_Rarely,1280,Research & Development,7,1,Medical,143,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,No,11,3,3,2,2,2,3,2,2,2,1,Below College,4-Very High,4-Very High,3-High,3-Better,Medium,Excellent,0.6445672191528545,30.3,Medium,18-25,2-1-3 yrs
22,No,Travel_Rarely,534,Research & Development,15,3,Medical,144,2,Female,59,3,1,Laboratory Technician,4,Single,2871,23785,1,No,15,3,3,0,1,5,3,0,0,0,0,Bachelor,4-Very High,2-Medium,3-High,3-Better,High,Excellent,0.6372007366482505,23.6,Low,18-25,1-<1 yr
51,No,Travel_Frequently,1456,Research & Development,1,4,Medical,145,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,No,20,4,3,0,23,1,2,13,12,12,8,Master,1-Low,1-Low,3-High,2-Good,Medium,Outstanding,0.10091743119266056,66.5,High,46-55,5-10+ yrs
34,Yes,Travel_Frequently,658,Research & Development,7,3,Life Sciences,147,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Yes,24,4,4,0,9,3,3,9,7,0,6,Bachelor,3-High,1-Low,4-Very High,3-Better,Low,Outstanding,0.6985018726591761,60.5,High,26-35,4-5-10 yrs
54,No,Non-Travel,142,Human Resources,26,3,Human Resources,148,4,Female,30,4,4,Manager,4,Single,17328,13871,2,Yes,12,3,3,0,23,3,3,5,3,4,4,Bachelor,4-Very High,4-Very High,3-High,3-Better,Very High,Excellent,0.8443396226415094,48.8,Medium,46-55,3-3-5 yrs
24,No,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,150,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,No,12,3,3,1,6,2,3,5,3,1,2,Below College,3-High,2-Medium,3-High,3-Better,High,Excellent,0.570902394106814,30.8,Medium,18-25,3-3-5 yrs
34,No,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,151,3,Female,45,2,2,Research Scientist,2,Divorced,4505,15000,6,No,15,3,3,1,12,3,3,1,0,0,0,Master,2-Medium,3-High,3-High,3-Better,Medium,Excellent,0.2340823970037453,41.4,Medium,26-35,1-<1 yr
37,No,Travel_Rarely,1189,Sales,3,3,Life Sciences,152,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,No,12,3,1,0,12,3,3,5,3,1,3,Bachelor,4-Very High,3-High,1-Low,3-Better,High,Excellent,0.0871559633027523,30.6,Medium,36-45,3-3-5 yrs
34,No,Travel_Rarely,1354,Research & Development,5,3,Medical,153,3,Female,45,2,3,Manager,1,Single,11631,5615,2,No,12,3,4,0,14,6,3,11,10,5,8,Bachelor,1-Low,3-High,4-Very High,3-Better,Medium,Excellent,0.8486238532110092,47.8,Medium,26-35,5-10+ yrs
36,No,Travel_Frequently,1467,Sales,11,2,Technical Degree,154,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,No,14,3,3,1,10,6,3,9,7,2,8,College,4-Very High,2-Medium,3-High,3-Better,High,Excellent,0.46788990825688076,28.3,Low,36-45,4-5-10 yrs
36,No,Travel_Rarely,922,Research & Development,3,2,Life Sciences,155,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,2561,5,No,22,4,1,1,7,2,3,1,0,0,0,College,4-Very High,1-Low,1-Low,3-Better,High,Outstanding,0.6132596685082873,23.9,Low,36-45,1-<1 yr
43,No,Travel_Frequently,394,Sales,26,2,Life Sciences,158,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Yes,12,3,4,2,25,3,4,25,12,4,12,College,4-Very High,3-High,4-Very High,4-Best,High,Excellent,0.7358490566037735,49.9,Medium,36-45,5-10+ yrs
30,No,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,159,1,Male,96,1,1,Research Scientist,3,Divorced,2613,22310,1,No,25,4,3,3,10,2,2,10,7,0,9,Bachelor,3-High,1-Low,3-High,2-Good,Low,Outstanding,0.4696132596685083,41.6,Medium,26-35,4-5-10 yrs
33,No,Non-Travel,750,Sales,22,2,Marketing,160,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,No,13,3,1,1,8,2,4,7,7,0,7,College,2-Medium,3-High,1-Low,4-Best,High,Excellent,0.7191011235955056,29.1,Low,26-35,4-5-10 yrs
56,Yes,Travel_Rarely,441,Research & Development,14,4,Life Sciences,161,2,Female,72,3,1,Research Scientist,2,Married,4963,4510,9,Yes,18,3,1,3,7,2,3,5,4,4,3,Master,2-Medium,2-Medium,1-Low,3-Better,High,Excellent,0.998158379373849,61.0,High,56-65,3-3-5 yrs
51,No,Travel_Rarely,684,Research & Development,6,3,Life Sciences,162,1,Male,51,3,5,Research Director,3,Single,19537,6462,7,No,13,3,3,0,23,5,3,20,18,15,15,Bachelor,3-High,1-Low,3-High,3-Better,High,Excellent,0.7101449275362319,42.9,Medium,46-55,5-10+ yrs
31,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,163,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,4,Yes,18,3,2,0,12,3,2,7,7,7,7,Master,3-High,2-Medium,2-Medium,2-Good,Low,Excellent,0.7265917602996255,74.5,Critical,26-35,4-5-10 yrs
26,No,Travel_Rarely,841,Research & Development,6,3,Other,164,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,No,19,3,3,0,5,3,2,5,4,4,3,Bachelor,2-Medium,3-High,3-High,2-Good,Medium,Excellent,0.31307550644567217,50.4,High,26-35,3-3-5 yrs
58,Yes,Travel_Rarely,147,Research & Development,23,4,Medical,165,4,Female,94,3,3,Healthcare Representative,4,Married,10312,3465,1,No,12,3,4,1,40,3,2,40,10,15,6,Master,4-Very High,4-Very High,4-Very High,2-Good,High,Excellent,0.5871559633027523,42.9,Medium,56-65,5-10+ yrs
19,Yes,Travel_Rarely,528,Sales,22,1,Marketing,167,4,Male,50,3,1,Sales Representative,3,Single,1675,26820,1,Yes,19,3,4,0,0,2,2,0,0,0,0,Below College,3-High,4-Very High,4-Very High,2-Good,High,Excellent,0.04788213627992634,63.3,High,18-25,1-<1 yr
22,No,Travel_Rarely,594,Research & Development,2,1,Technical Degree,169,3,Male,100,3,1,Laboratory Technician,4,Married,2523,19299,0,No,14,3,3,1,3,2,3,2,1,2,1,Below College,4-Very High,3-High,3-High,3-Better,High,Excellent,0.4125230202578269,28.9,Low,18-25,2-1-3 yrs
49,No,Travel_Rarely,470,Research & Development,20,4,Medical,170,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,No,14,3,3,0,16,2,2,15,11,5,11,Master,1-Low,3-High,3-High,2-Good,High,Excellent,0.8258426966292135,48.0,Medium,46-55,5-10+ yrs
43,No,Travel_Frequently,957,Research & Development,28,3,Medical,171,2,Female,72,4,1,Research Scientist,3,Single,4739,16090,4,No,12,3,4,0,18,2,3,3,2,1,2,Bachelor,3-High,2-Medium,4-Very High,3-Better,Very High,Excellent,0.9797421731123389,23.0,Low,36-45,2-1-3 yrs
50,No,Travel_Frequently,809,Sales,12,3,Marketing,174,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,No,11,3,4,0,16,3,3,2,2,2,1,Bachelor,4-Very High,3-High,4-Very High,3-Better,High,Excellent,0.3761467889908257,29.2,Low,46-55,2-1-3 yrs
31,Yes,Travel_Rarely,542,Sales,20,3,Life Sciences,175,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Yes,11,3,3,1,4,2,3,2,2,2,2,Bachelor,3-High,2-Medium,3-High,3-Better,Low,Excellent,0.2602996254681648,67.9,High,26-35,2-1-3 yrs
41,No,Travel_Rarely,802,Sales,9,1,Life Sciences,176,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Yes,13,3,3,1,12,2,3,9,7,0,7,Below College,3-High,3-High,3-High,3-Better,High,Excellent,0.23394495412844038,57.7,High,36-45,4-5-10 yrs
26,No,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,177,3,Female,61,3,1,Human Resources,3,Married,2942,8916,1,No,23,4,4,1,8,3,3,8,7,5,7,Below College,3-High,3-High,4-Very High,3-Better,High,Outstanding,0.6712707182320442,35.8,Medium,26-35,4-5-10 yrs
36,No,Travel_Rarely,216,Research & Development,6,2,Medical,178,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,2819,6,No,20,4,4,2,7,0,3,3,2,0,1,College,2-Medium,2-Medium,4-Very High,3-Better,High,Outstanding,0.3717228464419476,36.3,Medium,36-45,2-1-3 yrs
51,Yes,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,179,1,Male,53,1,3,Manufacturing Director,4,Single,10650,25150,2,No,15,3,4,0,18,2,3,4,2,0,3,Master,4-Very High,1-Low,4-Very High,3-Better,Low,Excellent,0.7064220183486238,30.4,Medium,46-55,3-3-5 yrs
39,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,182,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,No,14,3,3,1,17,1,4,15,11,5,9,Master,3-High,4-Very High,3-High,4-Best,Medium,Excellent,0.6666666666666666,35.8,Medium,36-45,5-10+ yrs
25,No,Travel_Rarely,959,Sales,28,3,Life Sciences,183,1,Male,41,2,2,Sales Executive,3,Married,8639,24835,2,No,18,3,4,0,6,3,3,2,2,2,2,Bachelor,3-High,1-Low,4-Very High,3-Better,Medium,Excellent,0.9550561797752809,32.2,Medium,18-25,2-1-3 yrs
30,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,184,3,Male,48,3,2,Human Resources,4,Married,6347,13982,0,Yes,19,3,4,0,12,2,1,11,9,4,7,Bachelor,4-Very High,3-High,4-Very High,1-Bad,High,Excellent,0.7659176029962547,60.8,High,26-35,5-10+ yrs
32,Yes,Travel_Rarely,1033,Research & Development,9,3,Medical,190,1,Female,41,3,1,Laboratory Technician,1,Single,4200,10224,7,No,22,4,1,0,10,2,4,5,4,0,4,Bachelor,1-Low,1-Low,1-Low,4-Best,High,Outstanding,0.9484346224677717,31.8,Medium,26-35,3-3-5 yrs
45,No,Travel_Rarely,1316,Research & Development,29,3,Medical,192,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,No,13,3,2,0,9,2,2,6,5,0,3,Bachelor,4-Very High,3-High,2-Medium,2-Good,High,Excellent,0.8139963167587477,25.6,Low,36-45,4-5-10 yrs
38,No,Travel_Rarely,364,Research & Development,3,5,Technical Degree,193,4,Female,32,3,2,Research Scientist,3,Single,4317,2302,3,Yes,20,4,2,0,19,2,3,3,2,2,2,Doctor,3-High,4-Very High,2-Medium,3-Better,High,Outstanding,0.17228464419475656,61.3,High,36-45,2-1-3 yrs
30,No,Travel_Rarely,438,Research & Development,18,3,Life Sciences,194,1,Female,75,3,1,Research Scientist,3,Single,2632,23910,1,No,14,3,3,0,5,4,2,5,4,0,4,Bachelor,3-High,1-Low,3-High,2-Good,High,Excellent,0.47697974217311234,34.0,Medium,26-35,3-3-5 yrs
32,No,Travel_Frequently,689,Sales,9,2,Medical,195,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,No,17,3,4,3,9,2,4,8,7,0,7,College,4-Very High,4-Very High,4-Very High,4-Best,Low,Excellent,0.2940074906367041,30.8,Medium,26-35,4-5-10 yrs
30,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,197,4,Female,84,3,1,Research Scientist,1,Divorced,3204,10415,5,No,14,3,4,1,8,3,3,3,2,2,2,Bachelor,1-Low,4-Very High,4-Very High,3-Better,High,Excellent,0.7495395948434622,40.5,Medium,26-35,2-1-3 yrs
30,No,Travel_Rarely,1427,Research & Development,2,1,Medical,198,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,No,13,3,4,0,6,3,3,5,3,1,2,Below College,4-Very High,2-Medium,4-Very High,3-Better,Medium,Excellent,0.5423572744014733,29.8,Low,26-35,3-3-5 yrs
41,No,Travel_Frequently,857,Research & Development,10,3,Life Sciences,199,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,No,13,3,2,1,21,2,2,7,6,7,7,Bachelor,1-Low,4-Very High,2-Medium,2-Good,Medium,Excellent,0.8301886792452831,54.7,High,36-45,4-5-10 yrs
41,No,Travel_Rarely,933,Research & Development,9,4,Life Sciences,200,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,2,No,21,4,4,1,7,2,3,5,0,1,4,Master,1-Low,3-High,4-Very High,3-Better,High,Outstanding,0.20994475138121546,44.4,Medium,36-45,3-3-5 yrs
19,No,Travel_Rarely,1181,Research & Development,3,1,Medical,201,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,No,14,3,4,0,1,3,3,1,0,0,0,Below College,2-Medium,2-Medium,4-Very High,3-Better,High,Excellent,0.034990791896869246,39.7,Medium,18-25,1-<1 yr
40,No,Travel_Frequently,1395,Research & Development,26,3,Medical,202,2,Female,54,3,2,Research Scientist,2,Divorced,5605,8504,1,No,11,3,1,1,20,2,3,20,7,2,13,Bachelor,2-Medium,2-Medium,1-Low,3-Better,High,Excellent,0.600187265917603,37.0,Medium,36-45,5-10+ yrs
35,No,Travel_Rarely,662,Sales,1,5,Marketing,204,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,No,13,3,1,2,10,3,3,10,8,0,6,Doctor,2-Medium,3-High,1-Low,3-Better,High,Excellent,0.05504587155963303,39.4,Medium,26-35,4-5-10 yrs
53,No,Travel_Rarely,1436,Sales,6,2,Marketing,205,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,Yes,20,4,4,1,13,3,1,7,7,4,5,College,3-High,2-Medium,4-Very High,1-Bad,High,Outstanding,0.011235955056179775,73.4,Critical,46-55,4-5-10 yrs
45,No,Travel_Rarely,194,Research & Development,9,3,Life Sciences,206,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,10901,8,No,18,3,3,1,20,2,1,17,9,0,15,Bachelor,2-Medium,2-Medium,3-High,1-Bad,High,Excellent,0.013108614232209739,47.4,Medium,36-45,5-10+ yrs
32,No,Travel_Frequently,967,Sales,8,3,Marketing,207,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,No,14,3,4,0,9,2,3,9,8,3,7,Bachelor,4-Very High,2-Medium,4-Very High,3-Better,High,Excellent,0.3577981651376147,30.9,Medium,26-35,4-5-10 yrs
29,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,208,4,Male,41,3,2,Manufacturing Director,3,Married,4319,26283,1,No,13,3,1,1,10,1,3,10,7,0,9,Below College,3-High,4-Very High,1-Low,3-Better,High,Excellent,0.17415730337078653,33.3,Medium,26-35,4-5-10 yrs
51,No,Travel_Rarely,1169,Research & Development,7,4,Medical,211,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,No,17,3,3,0,10,2,3,1,0,0,0,Master,3-High,2-Medium,3-High,3-Better,Medium,Excellent,0.7097378277153558,31.7,Medium,46-55,1-<1 yr
58,No,Travel_Rarely,1145,Research & Development,9,3,Medical,214,2,Female,75,2,1,Research Scientist,2,Married,3346,11873,4,Yes,20,4,2,1,9,3,2,1,0,0,0,Bachelor,2-Medium,2-Medium,2-Medium,2-Good,Medium,Outstanding,0.7808471454880295,64.7,High,56-65,1-<1 yr
40,No,Travel_Rarely,630,Sales,4,4,Marketing,215,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,No,11,3,1,1,15,2,2,12,11,2,11,Master,4-Very High,3-High,1-Low,2-Good,Medium,Excellent,0.7706422018348624,32.8,Medium,36-45,5-10+ yrs
34,No,Travel_Frequently,303,Sales,2,4,Marketing,216,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,No,18,3,4,1,6,3,3,4,3,1,2,Master,3-High,3-High,4-Very High,3-Better,High,Excellent,0.20441988950276244,34.5,Medium,26-35,3-3-5 yrs
22,No,Travel_Rarely,1256,Research & Development,19,1,Medical,217,3,Male,80,3,1,Research Scientist,4,Married,2323,11992,1,No,24,4,1,2,2,6,3,2,2,2,2,Below College,4-Very High,3-High,1-Low,3-Better,High,Outstanding,0.26979742173112337,30.3,Medium,18-25,2-1-3 yrs
27,No,Non-Travel,691,Research & Development,9,3,Medical,218,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,No,18,3,4,1,6,1,1,2,2,2,2,Bachelor,2-Medium,4-Very High,4-Very High,1-Bad,High,Excellent,0.07918968692449356,49.7,Medium,26-35,2-1-3 yrs
28,No,Travel_Rarely,440,Research & Development,21,3,Medical,221,3,Male,42,3,1,Research Scientist,4,Married,2713,6672,1,No,11,3,3,1,5,2,1,5,2,0,2,Bachelor,4-Very High,3-High,3-High,1-Bad,High,Excellent,0.5359116022099447,32.1,Medium,26-35,3-3-5 yrs
57,No,Travel_Rarely,334,Research & Development,24,2,Life Sciences,223,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Yes,16,3,2,1,12,2,1,5,3,1,4,College,4-Very High,3-High,2-Medium,1-Bad,Very High,Excellent,0.41284403669724773,56.1,High,56-65,3-3-5 yrs
27,No,Non-Travel,1450,Research & Development,3,3,Medical,224,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Yes,15,3,4,1,1,2,2,1,1,0,1,Bachelor,3-High,3-High,4-Very High,2-Good,Medium,Excellent,0.44014732965009207,63.1,High,26-35,1-<1 yr
50,No,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,226,3,Female,53,3,5,Manager,2,Single,19926,17053,3,No,15,3,2,0,21,5,3,5,4,4,4,Bachelor,2-Medium,3-High,2-Medium,3-Better,High,Excellent,0.9565217391304348,36.4,Medium,46-55,3-3-5 yrs
41,No,Travel_Rarely,465,Research & Development,14,3,Life Sciences,227,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,No,12,3,1,1,13,2,3,9,8,1,8,Bachelor,3-High,1-Low,1-Low,3-Better,High,Excellent,0.3775322283609576,32.7,Medium,36-45,4-5-10 yrs
30,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,228,2,Female,41,3,3,Sales Executive,4,Married,9419,8053,2,No,12,3,3,1,12,2,3,10,9,7,4,Bachelor,4-Very High,2-Medium,3-High,3-Better,High,Excellent,0.4036697247706422,36.5,Medium,26-35,4-5-10 yrs
38,No,Travel_Rarely,702,Sales,1,4,Life Sciences,230,1,Female,59,2,2,Sales Executive,4,Single,8686,12930,4,No,22,4,3,0,12,2,4,8,3,0,7,Master,4-Very High,1-Low,3-High,4-Best,Medium,Outstanding,0.9569288389513109,20.4,Low,36-45,4-5-10 yrs
32,No,Travel_Rarely,120,Research & Development,6,5,Life Sciences,231,3,Male,43,3,1,Research Scientist,3,Single,3038,12430,3,No,20,4,1,0,8,2,3,5,4,1,4,Doctor,3-High,3-High,1-Low,3-Better,High,Outstanding,0.7099447513812155,29.4,Low,26-35,3-3-5 yrs
27,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,233,3,Male,51,3,1,Research Scientist,2,Married,3058,13364,0,Yes,16,3,4,1,6,3,2,5,2,1,1,Bachelor,2-Medium,3-High,4-Very High,2-Good,High,Excellent,0.716390423572744,63.1,High,26-35,3-3-5 yrs
19,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,235,3,Female,100,1,1,Sales Representative,1,Single,2325,20989,0,No,21,4,1,0,1,5,4,0,0,0,0,Below College,1-Low,3-High,1-Low,4-Best,Low,Outstanding,0.27255985267034993,46.0,Medium,18-25,1-<1 yr
36,No,Travel_Frequently,1480,Research & Development,3,2,Medical,238,4,Male,30,3,1,Laboratory Technician,2,Single,2088,15062,4,No,12,3,3,0,13,3,2,8,7,7,2,College,2-Medium,4-Very High,3-High,2-Good,High,Excellent,0.12154696132596685,53.0,High,36-45,4-5-10 yrs
30,No,Non-Travel,111,Research & Development,9,3,Medical,239,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,No,11,3,3,2,12,4,3,12,9,6,10,Bachelor,1-Low,3-High,3-High,3-Better,High,Excellent,0.03277153558052434,53.7,High,26-35,5-10+ yrs
45,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,240,3,Female,30,3,2,Sales Executive,1,Divorced,5006,6319,4,Yes,11,3,1,1,9,3,4,5,4,0,3,College,1-Low,3-High,1-Low,4-Best,High,Excellent,0.3913857677902622,62.3,High,36-45,3-3-5 yrs
